id,loss
105472,0.0
105473,0.0
105474,0.0
105475,4.89175090491
105476,0.0
105477,5.41748957103
105478,0.0
105479,0.0
105480,0.0
105481,0.0
105482,0.0
105483,0.0
105484,3.75269693551
105485,0.0
105486,5.12143020677
105487,0.0
105488,0.0
105489,6.0793937759
105490,0.0
105491,0.0
105492,0.0
105493,0.0
105494,0.0
105495,0.0
105496,2.54786314326
105497,6.22901039532
105498,0.0
105499,0.0
105500,0.0
105501,0.0
105502,0.0
105503,3.07765056347
105504,0.0
105505,0.0
105506,0.0
105507,0.0
105508,8.52530672706
105509,0.0
105510,0.0
105511,0.0
105512,6.07557067977
105513,0.0
105514,0.0
105515,2.537843233
105516,0.0
105517,5.40712407506
105518,0.0
105519,0.0
105520,4.48694749485
105521,0.0
105522,0.0
105523,0.0
105524,7.12554495576
105525,0.0
105526,0.0
105527,0.0
105528,0.0
105529,0.0
105530,0.0
105531,0.0
105532,4.89718806658
105533,4.47171524569
105534,4.25054032502
105535,0.0
105536,0.0
105537,0.0
105538,0.0
105539,0.0
105540,0.0
105541,4.76881913256
105542,0.0
105543,0.0
105544,4.95683947234
105545,0.0
105546,5.69987757621
105547,0.0
105548,0.0
105549,0.0
105550,0.0
105551,4.76599428256
105552,0.0
105553,0.0
105554,0.0
105555,0.0
105556,0.0
105557,0.0
105558,0.0
105559,0.0
105560,2.11076647313
105561,6.86023659237
105562,0.0
105563,0.0
105564,6.46908632022
105565,4.60137580517
105566,0.0
105567,5.28787901249
105568,0.0
105569,0.0
105570,0.0
